method,method_label,direction,seed,run_name,error_type,rank_within_type,score,target_far,selected_threshold,empirical_far,tar_at_far,is_error_at_threshold,probe_index,gallery_index,same_class,split_file,scores_path,probe_path,probe_dataset,probe_session,probe_hand,probe_subject_id,probe_palm_id,probe_class_id,probe_sample_id,gallery_path,gallery_dataset,gallery_session,gallery_hand,gallery_subject_id,gallery_palm_id,gallery_class_id,gallery_sample_id
B6,ResNet18 + BNNeck + ArcFace,S1->S2,2026,b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026,false_accept_top_score,6,0.5760121941566467,0.001,0.3665907680988312,0.001,0.7431666666666666,True,125,118,False,data/splits/tongji_subject_disjoint_s1_to_s2_seed2026.json,experiments/b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026/scores.csv,data/segmented/Tongji/session2/00636.bmp,Tongji,session2,none,64,Tongji_00064,523,Tongji_session2_none_00636,data/segmented/Tongji/session1/00629.bmp,Tongji,session1,none,63,Tongji_00063,522,Tongji_session1_none_00629
B6,ResNet18 + BNNeck + ArcFace,S1->S2,2026,b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026,false_accept_top_score,7,0.5707607865333557,0.001,0.3665907680988312,0.001,0.7431666666666666,True,119,129,False,data/splits/tongji_subject_disjoint_s1_to_s2_seed2026.json,experiments/b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026/scores.csv,data/segmented/Tongji/session2/00630.bmp,Tongji,session2,none,63,Tongji_00063,522,Tongji_session2_none_00630,data/segmented/Tongji/session1/00640.bmp,Tongji,session1,none,64,Tongji_00064,523,Tongji_session1_none_00640
B6,ResNet18 + BNNeck + ArcFace,S1->S2,2026,b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026,false_accept_top_score,8,0.5696718096733093,0.001,0.3665907680988312,0.001,0.7431666666666666,True,126,112,False,data/splits/tongji_subject_disjoint_s1_to_s2_seed2026.json,experiments/b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026/scores.csv,data/segmented/Tongji/session2/00637.bmp,Tongji,session2,none,64,Tongji_00064,523,Tongji_session2_none_00637,data/segmented/Tongji/session1/00623.bmp,Tongji,session1,none,63,Tongji_00063,522,Tongji_session1_none_00623
B6,ResNet18 + BNNeck + ArcFace,S1->S2,2026,b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026,false_accept_top_score,9,0.5693257451057434,0.001,0.3665907680988312,0.001,0.7431666666666666,True,119,121,False,data/splits/tongji_subject_disjoint_s1_to_s2_seed2026.json,experiments/b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026/scores.csv,data/segmented/Tongji/session2/00630.bmp,Tongji,session2,none,63,Tongji_00063,522,Tongji_session2_none_00630,data/segmented/Tongji/session1/00632.bmp,Tongji,session1,none,64,Tongji_00064,523,Tongji_session1_none_00632
B6,ResNet18 + BNNeck + ArcFace,S1->S2,2026,b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026,false_accept_top_score,10,0.5691885948181152,0.001,0.3665907680988312,0.001,0.7431666666666666,True,20,1033,False,data/splits/tongji_subject_disjoint_s1_to_s2_seed2026.json,experiments/b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026/scores.csv,data/segmented/Tongji/session2/00161.bmp,Tongji,session2,none,17,Tongji_00017,476,Tongji_session2_none_00161,data/segmented/Tongji/session1/05504.bmp,Tongji,session1,none,551,Tongji_00551,1010,Tongji_session1_none_05504
B6,ResNet18 + BNNeck + ArcFace,S1->S2,2026,b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026,false_accept_top_score,11,0.5681213736534119,0.001,0.3665907680988312,0.001,0.7431666666666666,True,124,117,False,data/splits/tongji_subject_disjoint_s1_to_s2_seed2026.json,experiments/b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026/scores.csv,data/segmented/Tongji/session2/00635.bmp,Tongji,session2,none,64,Tongji_00064,523,Tongji_session2_none_00635,data/segmented/Tongji/session1/00628.bmp,Tongji,session1,none,63,Tongji_00063,522,Tongji_session1_none_00628
B6,ResNet18 + BNNeck + ArcFace,S1->S2,2026,b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026,false_accept_top_score,12,0.5633536577224731,0.001,0.3665907680988312,0.001,0.7431666666666666,True,129,118,False,data/splits/tongji_subject_disjoint_s1_to_s2_seed2026.json,experiments/b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026/scores.csv,data/segmented/Tongji/session2/00640.bmp,Tongji,session2,none,64,Tongji_00064,523,Tongji_session2_none_00640,data/segmented/Tongji/session1/00629.bmp,Tongji,session1,none,63,Tongji_00063,522,Tongji_session1_none_00629
B6,ResNet18 + BNNeck + ArcFace,S1->S2,2026,b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026,false_accept_top_score,13,0.5631852746009827,0.001,0.3665907680988312,0.001,0.7431666666666666,True,126,117,False,data/splits/tongji_subject_disjoint_s1_to_s2_seed2026.json,experiments/b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026/scores.csv,data/segmented/Tongji/session2/00637.bmp,Tongji,session2,none,64,Tongji_00064,523,Tongji_session2_none_00637,data/segmented/Tongji/session1/00628.bmp,Tongji,session1,none,63,Tongji_00063,522,Tongji_session1_none_00628
B6,ResNet18 + BNNeck + ArcFace,S1->S2,2026,b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026,false_accept_top_score,14,0.5620592832565308,0.001,0.3665907680988312,0.001,0.7431666666666666,True,112,120,False,data/splits/tongji_subject_disjoint_s1_to_s2_seed2026.json,experiments/b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026/scores.csv,data/segmented/Tongji/session2/00623.bmp,Tongji,session2,none,63,Tongji_00063,522,Tongji_session2_none_00623,data/segmented/Tongji/session1/00631.bmp,Tongji,session1,none,64,Tongji_00064,523,Tongji_session1_none_00631
B6,ResNet18 + BNNeck + ArcFace,S1->S2,2026,b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026,false_accept_top_score,15,0.556922972202301,0.001,0.3665907680988312,0.001,0.7431666666666666,True,126,110,False,data/splits/tongji_subject_disjoint_s1_to_s2_seed2026.json,experiments/b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026/scores.csv,data/segmented/Tongji/session2/00637.bmp,Tongji,session2,none,64,Tongji_00064,523,Tongji_session2_none_00637,data/segmented/Tongji/session1/00621.bmp,Tongji,session1,none,63,Tongji_00063,522,Tongji_session1_none_00621
B6,ResNet18 + BNNeck + ArcFace,S1->S2,2026,b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026,false_accept_top_score,16,0.554093599319458,0.001,0.3665907680988312,0.001,0.7431666666666666,True,113,129,False,data/splits/tongji_subject_disjoint_s1_to_s2_seed2026.json,experiments/b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026/scores.csv,data/segmented/Tongji/session2/00624.bmp,Tongji,session2,none,63,Tongji_00063,522,Tongji_session2_none_00624,data/segmented/Tongji/session1/00640.bmp,Tongji,session1,none,64,Tongji_00064,523,Tongji_session1_none_00640
B6,ResNet18 + BNNeck + ArcFace,S1->S2,2026,b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026,false_accept_top_score,17,0.5496912598609924,0.001,0.3665907680988312,0.001,0.7431666666666666,True,439,301,False,data/splits/tongji_subject_disjoint_s1_to_s2_seed2026.json,experiments/b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026/scores.csv,data/segmented/Tongji/session2/02860.bmp,Tongji,session2,none,286,Tongji_00286,745,Tongji_session2_none_02860,data/segmented/Tongji/session1/01812.bmp,Tongji,session1,none,182,Tongji_00182,641,Tongji_session1_none_01812
B6,ResNet18 + BNNeck + ArcFace,S1->S2,2026,b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026,false_accept_top_score,18,0.5452325940132141,0.001,0.3665907680988312,0.001,0.7431666666666666,True,117,129,False,data/splits/tongji_subject_disjoint_s1_to_s2_seed2026.json,experiments/b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026/scores.csv,data/segmented/Tongji/session2/00628.bmp,Tongji,session2,none,63,Tongji_00063,522,Tongji_session2_none_00628,data/segmented/Tongji/session1/00640.bmp,Tongji,session1,none,64,Tongji_00064,523,Tongji_session1_none_00640
B6,ResNet18 + BNNeck + ArcFace,S1->S2,2026,b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026,false_accept_top_score,19,0.544734001159668,0.001,0.3665907680988312,0.001,0.7431666666666666,True,136,182,False,data/splits/tongji_subject_disjoint_s1_to_s2_seed2026.json,experiments/b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026/scores.csv,data/segmented/Tongji/session2/00707.bmp,Tongji,session2,none,71,Tongji_00071,530,Tongji_session2_none_00707,data/segmented/Tongji/session1/00863.bmp,Tongji,session1,none,87,Tongji_00087,546,Tongji_session1_none_00863
B6,ResNet18 + BNNeck + ArcFace,S1->S2,2026,b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026,false_accept_top_score,20,0.5431759357452393,0.001,0.3665907680988312,0.001,0.7431666666666666,True,125,117,False,data/splits/tongji_subject_disjoint_s1_to_s2_seed2026.json,experiments/b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026/scores.csv,data/segmented/Tongji/session2/00636.bmp,Tongji,session2,none,64,Tongji_00064,523,Tongji_session2_none_00636,data/segmented/Tongji/session1/00628.bmp,Tongji,session1,none,63,Tongji_00063,522,Tongji_session1_none_00628
B6,ResNet18 + BNNeck + ArcFace,S1->S2,2026,b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026,false_reject_low_score,1,-0.0809009000658989,0.001,0.3665907680988312,0.001,0.7431666666666666,True,764,769,True,data/splits/tongji_subject_disjoint_s1_to_s2_seed2026.json,experiments/b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026/scores.csv,data/segmented/Tongji/session2/04455.bmp,Tongji,session2,none,446,Tongji_00446,905,Tongji_session2_none_04455,data/segmented/Tongji/session1/04460.bmp,Tongji,session1,none,446,Tongji_00446,905,Tongji_session1_none_04460
B6,ResNet18 + BNNeck + ArcFace,S1->S2,2026,b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026,false_reject_low_score,2,-0.0635288208723068,0.001,0.3665907680988312,0.001,0.7431666666666666,True,425,427,True,data/splits/tongji_subject_disjoint_s1_to_s2_seed2026.json,experiments/b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026/scores.csv,data/segmented/Tongji/session2/02826.bmp,Tongji,session2,none,283,Tongji_00283,742,Tongji_session2_none_02826,data/segmented/Tongji/session1/02828.bmp,Tongji,session1,none,283,Tongji_00283,742,Tongji_session1_none_02828
B6,ResNet18 + BNNeck + ArcFace,S1->S2,2026,b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026,false_reject_low_score,3,-0.0260253120213747,0.001,0.3665907680988312,0.001,0.7431666666666666,True,495,494,True,data/splits/tongji_subject_disjoint_s1_to_s2_seed2026.json,experiments/b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026/scores.csv,data/segmented/Tongji/session2/03066.bmp,Tongji,session2,none,307,Tongji_00307,766,Tongji_session2_none_03066,data/segmented/Tongji/session1/03065.bmp,Tongji,session1,none,307,Tongji_00307,766,Tongji_session1_none_03065
B6,ResNet18 + BNNeck + ArcFace,S1->S2,2026,b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026,false_reject_low_score,4,-0.0234339367598295,0.001,0.3665907680988312,0.001,0.7431666666666666,True,495,498,True,data/splits/tongji_subject_disjoint_s1_to_s2_seed2026.json,experiments/b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026/scores.csv,data/segmented/Tongji/session2/03066.bmp,Tongji,session2,none,307,Tongji_00307,766,Tongji_session2_none_03066,data/segmented/Tongji/session1/03069.bmp,Tongji,session1,none,307,Tongji_00307,766,Tongji_session1_none_03069
B6,ResNet18 + BNNeck + ArcFace,S1->S2,2026,b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026,false_reject_low_score,5,-0.0162498634308576,0.001,0.3665907680988312,0.001,0.7431666666666666,True,495,496,True,data/splits/tongji_subject_disjoint_s1_to_s2_seed2026.json,experiments/b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026/scores.csv,data/segmented/Tongji/session2/03066.bmp,Tongji,session2,none,307,Tongji_00307,766,Tongji_session2_none_03066,data/segmented/Tongji/session1/03067.bmp,Tongji,session1,none,307,Tongji_00307,766,Tongji_session1_none_03067
B6,ResNet18 + BNNeck + ArcFace,S1->S2,2026,b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026,false_reject_low_score,6,-0.0161452796310186,0.001,0.3665907680988312,0.001,0.7431666666666666,True,499,496,True,data/splits/tongji_subject_disjoint_s1_to_s2_seed2026.json,experiments/b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026/scores.csv,data/segmented/Tongji/session2/03070.bmp,Tongji,session2,none,307,Tongji_00307,766,Tongji_session2_none_03070,data/segmented/Tongji/session1/03067.bmp,Tongji,session1,none,307,Tongji_00307,766,Tongji_session1_none_03067
B6,ResNet18 + BNNeck + ArcFace,S1->S2,2026,b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026,false_reject_low_score,7,-0.0134392473846673,0.001,0.3665907680988312,0.001,0.7431666666666666,True,496,494,True,data/splits/tongji_subject_disjoint_s1_to_s2_seed2026.json,experiments/b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026/scores.csv,data/segmented/Tongji/session2/03067.bmp,Tongji,session2,none,307,Tongji_00307,766,Tongji_session2_none_03067,data/segmented/Tongji/session1/03065.bmp,Tongji,session1,none,307,Tongji_00307,766,Tongji_session1_none_03065
B6,ResNet18 + BNNeck + ArcFace,S1->S2,2026,b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026,false_reject_low_score,8,-0.0087629640474915,0.001,0.3665907680988312,0.001,0.7431666666666666,True,496,496,True,data/splits/tongji_subject_disjoint_s1_to_s2_seed2026.json,experiments/b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026/scores.csv,data/segmented/Tongji/session2/03067.bmp,Tongji,session2,none,307,Tongji_00307,766,Tongji_session2_none_03067,data/segmented/Tongji/session1/03067.bmp,Tongji,session1,none,307,Tongji_00307,766,Tongji_session1_none_03067
B6,ResNet18 + BNNeck + ArcFace,S1->S2,2026,b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026,false_reject_low_score,9,-0.0037062838673591,0.001,0.3665907680988312,0.001,0.7431666666666666,True,882,884,True,data/splits/tongji_subject_disjoint_s1_to_s2_seed2026.json,experiments/b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026/scores.csv,data/segmented/Tongji/session2/04883.bmp,Tongji,session2,none,489,Tongji_00489,948,Tongji_session2_none_04883,data/segmented/Tongji/session1/04885.bmp,Tongji,session1,none,489,Tongji_00489,948,Tongji_session1_none_04885
B6,ResNet18 + BNNeck + ArcFace,S1->S2,2026,b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026,false_reject_low_score,10,0.0004972883616574,0.001,0.3665907680988312,0.001,0.7431666666666666,True,492,496,True,data/splits/tongji_subject_disjoint_s1_to_s2_seed2026.json,experiments/b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026/scores.csv,data/segmented/Tongji/session2/03063.bmp,Tongji,session2,none,307,Tongji_00307,766,Tongji_session2_none_03063,data/segmented/Tongji/session1/03067.bmp,Tongji,session1,none,307,Tongji_00307,766,Tongji_session1_none_03067
B6,ResNet18 + BNNeck + ArcFace,S1->S2,2026,b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026,false_reject_low_score,11,0.0101439310237765,0.001,0.3665907680988312,0.001,0.7431666666666666,True,420,427,True,data/splits/tongji_subject_disjoint_s1_to_s2_seed2026.json,experiments/b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026/scores.csv,data/segmented/Tongji/session2/02821.bmp,Tongji,session2,none,283,Tongji_00283,742,Tongji_session2_none_02821,data/segmented/Tongji/session1/02828.bmp,Tongji,session1,none,283,Tongji_00283,742,Tongji_session1_none_02828
B6,ResNet18 + BNNeck + ArcFace,S1->S2,2026,b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026,false_reject_low_score,12,0.0119627714157104,0.001,0.3665907680988312,0.001,0.7431666666666666,True,496,498,True,data/splits/tongji_subject_disjoint_s1_to_s2_seed2026.json,experiments/b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026/scores.csv,data/segmented/Tongji/session2/03067.bmp,Tongji,session2,none,307,Tongji_00307,766,Tongji_session2_none_03067,data/segmented/Tongji/session1/03069.bmp,Tongji,session1,none,307,Tongji_00307,766,Tongji_session1_none_03069
B6,ResNet18 + BNNeck + ArcFace,S1->S2,2026,b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026,false_reject_low_score,13,0.0120354890823364,0.001,0.3665907680988312,0.001,0.7431666666666666,True,889,884,True,data/splits/tongji_subject_disjoint_s1_to_s2_seed2026.json,experiments/b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026/scores.csv,data/segmented/Tongji/session2/04890.bmp,Tongji,session2,none,489,Tongji_00489,948,Tongji_session2_none_04890,data/segmented/Tongji/session1/04885.bmp,Tongji,session1,none,489,Tongji_00489,948,Tongji_session1_none_04885
B6,ResNet18 + BNNeck + ArcFace,S1->S2,2026,b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026,false_reject_low_score,14,0.012155644595623,0.001,0.3665907680988312,0.001,0.7431666666666666,True,425,421,True,data/splits/tongji_subject_disjoint_s1_to_s2_seed2026.json,experiments/b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026/scores.csv,data/segmented/Tongji/session2/02826.bmp,Tongji,session2,none,283,Tongji_00283,742,Tongji_session2_none_02826,data/segmented/Tongji/session1/02822.bmp,Tongji,session1,none,283,Tongji_00283,742,Tongji_session1_none_02822
B6,ResNet18 + BNNeck + ArcFace,S1->S2,2026,b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026,false_reject_low_score,15,0.0130013618618249,0.001,0.3665907680988312,0.001,0.7431666666666666,True,1092,1093,True,data/splits/tongji_subject_disjoint_s1_to_s2_seed2026.json,experiments/b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026/scores.csv,data/segmented/Tongji/session2/05703.bmp,Tongji,session2,none,571,Tongji_00571,1030,Tongji_session2_none_05703,data/segmented/Tongji/session1/05704.bmp,Tongji,session1,none,571,Tongji_00571,1030,Tongji_session1_none_05704
B6,ResNet18 + BNNeck + ArcFace,S1->S2,2026,b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026,false_reject_low_score,16,0.0149741219356656,0.001,0.3665907680988312,0.001,0.7431666666666666,True,882,880,True,data/splits/tongji_subject_disjoint_s1_to_s2_seed2026.json,experiments/b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026/scores.csv,data/segmented/Tongji/session2/04883.bmp,Tongji,session2,none,489,Tongji_00489,948,Tongji_session2_none_04883,data/segmented/Tongji/session1/04881.bmp,Tongji,session1,none,489,Tongji_00489,948,Tongji_session1_none_04881
B6,ResNet18 + BNNeck + ArcFace,S1->S2,2026,b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026,false_reject_low_score,17,0.0167502984404563,0.001,0.3665907680988312,0.001,0.7431666666666666,True,493,496,True,data/splits/tongji_subject_disjoint_s1_to_s2_seed2026.json,experiments/b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026/scores.csv,data/segmented/Tongji/session2/03064.bmp,Tongji,session2,none,307,Tongji_00307,766,Tongji_session2_none_03064,data/segmented/Tongji/session1/03067.bmp,Tongji,session1,none,307,Tongji_00307,766,Tongji_session1_none_03067
B6,ResNet18 + BNNeck + ArcFace,S1->S2,2026,b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026,false_reject_low_score,18,0.0174421090632677,0.001,0.3665907680988312,0.001,0.7431666666666666,True,882,883,True,data/splits/tongji_subject_disjoint_s1_to_s2_seed2026.json,experiments/b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026/scores.csv,data/segmented/Tongji/session2/04883.bmp,Tongji,session2,none,489,Tongji_00489,948,Tongji_session2_none_04883,data/segmented/Tongji/session1/04884.bmp,Tongji,session1,none,489,Tongji_00489,948,Tongji_session1_none_04884
B6,ResNet18 + BNNeck + ArcFace,S1->S2,2026,b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026,false_reject_low_score,19,0.0179507043212652,0.001,0.3665907680988312,0.001,0.7431666666666666,True,499,494,True,data/splits/tongji_subject_disjoint_s1_to_s2_seed2026.json,experiments/b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026/scores.csv,data/segmented/Tongji/session2/03070.bmp,Tongji,session2,none,307,Tongji_00307,766,Tongji_session2_none_03070,data/segmented/Tongji/session1/03065.bmp,Tongji,session1,none,307,Tongji_00307,766,Tongji_session1_none_03065
B6,ResNet18 + BNNeck + ArcFace,S1->S2,2026,b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026,false_reject_low_score,20,0.0227277502417564,0.001,0.3665907680988312,0.001,0.7431666666666666,True,1196,1191,True,data/splits/tongji_subject_disjoint_s1_to_s2_seed2026.json,experiments/b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026/scores.csv,data/segmented/Tongji/session2/05947.bmp,Tongji,session2,none,595,Tongji_00595,1054,Tongji_session2_none_05947,data/segmented/Tongji/session1/05942.bmp,Tongji,session1,none,595,Tongji_00595,1054,Tongji_session1_none_05942
B6,ResNet18 + BNNeck + ArcFace,S1->S2,2026,b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026,rank1_misidentification,1,0.5496912598609924,0.001,0.3665907680988312,0.001,0.7431666666666666,NA,439,301,False,data/splits/tongji_subject_disjoint_s1_to_s2_seed2026.json,experiments/b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026/scores.csv,data/segmented/Tongji/session2/02860.bmp,Tongji,session2,none,286,Tongji_00286,745,Tongji_session2_none_02860,data/segmented/Tongji/session1/01812.bmp,Tongji,session1,none,182,Tongji_00182,641,Tongji_session1_none_01812
B6,ResNet18 + BNNeck + ArcFace,S1->S2,2026,b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026,rank1_misidentification,2,0.5300220847129822,0.001,0.3665907680988312,0.001,0.7431666666666666,NA,433,301,False,data/splits/tongji_subject_disjoint_s1_to_s2_seed2026.json,experiments/b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026/scores.csv,data/segmented/Tongji/session2/02854.bmp,Tongji,session2,none,286,Tongji_00286,745,Tongji_session2_none_02854,data/segmented/Tongji/session1/01812.bmp,Tongji,session1,none,182,Tongji_00182,641,Tongji_session1_none_01812
B6,ResNet18 + BNNeck + ArcFace,S1->S2,2026,b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026,rank1_misidentification,3,0.5216454267501831,0.001,0.3665907680988312,0.001,0.7431666666666666,NA,438,301,False,data/splits/tongji_subject_disjoint_s1_to_s2_seed2026.json,experiments/b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026/scores.csv,data/segmented/Tongji/session2/02859.bmp,Tongji,session2,none,286,Tongji_00286,745,Tongji_session2_none_02859,data/segmented/Tongji/session1/01812.bmp,Tongji,session1,none,182,Tongji_00182,641,Tongji_session1_none_01812
B6,ResNet18 + BNNeck + ArcFace,S1->S2,2026,b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026,rank1_misidentification,4,0.5096708536148071,0.001,0.3665907680988312,0.001,0.7431666666666666,NA,437,301,False,data/splits/tongji_subject_disjoint_s1_to_s2_seed2026.json,experiments/b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026/scores.csv,data/segmented/Tongji/session2/02858.bmp,Tongji,session2,none,286,Tongji_00286,745,Tongji_session2_none_02858,data/segmented/Tongji/session1/01812.bmp,Tongji,session1,none,182,Tongji_00182,641,Tongji_session1_none_01812
B6,ResNet18 + BNNeck + ArcFace,S1->S2,2026,b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026,rank1_misidentification,5,0.4968588054180145,0.001,0.3665907680988312,0.001,0.7431666666666666,NA,432,301,False,data/splits/tongji_subject_disjoint_s1_to_s2_seed2026.json,experiments/b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026/scores.csv,data/segmented/Tongji/session2/02853.bmp,Tongji,session2,none,286,Tongji_00286,745,Tongji_session2_none_02853,data/segmented/Tongji/session1/01812.bmp,Tongji,session1,none,182,Tongji_00182,641,Tongji_session1_none_01812
B6,ResNet18 + BNNeck + ArcFace,S1->S2,2026,b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026,rank1_misidentification,6,0.48614516854286194,0.001,0.3665907680988312,0.001,0.7431666666666666,NA,423,34,False,data/splits/tongji_subject_disjoint_s1_to_s2_seed2026.json,experiments/b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026/scores.csv,data/segmented/Tongji/session2/02824.bmp,Tongji,session2,none,283,Tongji_00283,742,Tongji_session2_none_02824,data/segmented/Tongji/session1/00185.bmp,Tongji,session1,none,19,Tongji_00019,478,Tongji_session1_none_00185
B6,ResNet18 + BNNeck + ArcFace,S1->S2,2026,b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026,rank1_misidentification,7,0.4805413484573364,0.001,0.3665907680988312,0.001,0.7431666666666666,NA,436,302,False,data/splits/tongji_subject_disjoint_s1_to_s2_seed2026.json,experiments/b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026/scores.csv,data/segmented/Tongji/session2/02857.bmp,Tongji,session2,none,286,Tongji_00286,745,Tongji_session2_none_02857,data/segmented/Tongji/session1/01813.bmp,Tongji,session1,none,182,Tongji_00182,641,Tongji_session1_none_01813
B6,ResNet18 + BNNeck + ArcFace,S1->S2,2026,b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026,rank1_misidentification,8,0.4721663296222687,0.001,0.3665907680988312,0.001,0.7431666666666666,NA,662,333,False,data/splits/tongji_subject_disjoint_s1_to_s2_seed2026.json,experiments/b6_resnet18_bnneck_arcface_tongji_subject_disjoint_s1s2_seed2026/scores.csv,data/segmented/Tongji/session2/03933.bmp,Tongji,session2,none,394,Tongji_00394,853,Tongji_session2_none_03933,data/segmented/Tongji/session1/01994.bmp,Tongji,session1,none,200,Tongji_00200,659,Tongji_session1_none_01994
